timestamp,household_id,consumption,Season,temperature,humidity,windSpeed
2013-03-02 06:00:00,MAC000001,4.039,Spring,2.94,0.73,2.71
2013-03-02 07:00:00,MAC000001,17.829,Spring,2.58,0.75,2.54
2013-03-02 08:00:00,MAC000001,11.704,Spring,2.94,0.74,2.63
2013-03-02 09:00:00,MAC000001,5.366,Spring,3.02,0.74,2.67
2013-03-02 10:00:00,MAC000001,7.693,Spring,3.07,0.72,2.39
2013-03-02 11:00:00,MAC000001,8.778,Spring,3.14,0.7,2.56
2013-03-02 12:00:00,MAC000001,7.881,Spring,3.58,0.69,1.94
2013-03-02 13:00:00,MAC000001,4.693,Spring,4.11,0.68,1.58
2013-03-02 14:00:00,MAC000001,8.496,Spring,4.34,0.65,1.55
2013-03-02 15:00:00,MAC000001,9.552,Spring,4.64,0.64,2.13
2013-03-02 16:00:00,MAC000001,7.065,Spring,4.69,0.64,1.95
2013-03-02 17:00:00,MAC000001,7.827,Spring,4.07,0.68,2.01
2013-03-02 18:00:00,MAC000001,5.996,Spring,3.42,0.71,1.42
2013-03-02 19:00:00,MAC000001,10.637,Spring,2.58,0.75,0.85
2013-03-02 20:00:00,MAC000001,9.594,Spring,2.45,0.75,0.61
2013-03-02 21:00:00,MAC000001,5.179,Spring,2.17,0.78,0.47
2013-03-02 22:00:00,MAC000001,7.392,Spring,1.37,0.79,0.24
2013-03-02 23:00:00,MAC000001,9.002,Spring,0.63,0.85,0.36
2013-03-03 00:00:00,MAC000001,6.048,Spring,0.19,0.86,0.32
2013-03-03 01:00:00,MAC000001,6.585,Spring,0.06,0.88,0.3
2013-03-03 02:00:00,MAC000001,13.351,Spring,-0.36,0.91,0.26
2013-03-03 03:00:00,MAC000001,6.963,Spring,-1.14,0.93,0.17
2013-03-03 04:00:00,MAC000001,4.0,Spring,-0.74,0.93,0.34
2013-03-03 05:00:00,MAC000001,8.482,Spring,-1.03,0.96,0.23
2013-03-03 06:00:00,MAC000001,15.677,Spring,0.03,0.93,0.19
2013-03-03 07:00:00,MAC000001,8.001,Spring,1.33,0.86,0.63
2013-03-03 08:00:00,MAC000001,6.755,Spring,2.11,0.83,0.94
2013-03-03 09:00:00,MAC000001,4.093,Spring,3.31,0.78,1.37
2013-03-03 10:00:00,MAC000001,7.851,Spring,4.6,0.74,2.5
2013-03-03 11:00:00,MAC000001,7.764,Spring,5.49,0.69,3.3
2013-03-03 12:00:00,MAC000001,4.572,Spring,7.19,0.66,4.08
2013-03-03 13:00:00,MAC000001,7.041,Spring,7.41,0.66,4.33
2013-03-03 14:00:00,MAC000001,5.741,Spring,7.47,0.66,4.59
2013-03-03 15:00:00,MAC000001,5.402,Spring,7.83,0.62,4.61
2013-03-03 16:00:00,MAC000001,5.161,Spring,7.81,0.63,4.85
2013-03-03 17:00:00,MAC000001,13.14,Spring,6.71,0.7,4.1
2013-03-03 18:00:00,MAC000001,9.151,Spring,5.55,0.77,3.7
2013-03-03 19:00:00,MAC000001,13.08,Spring,4.89,0.82,3.97
2013-03-03 20:00:00,MAC000001,8.377,Spring,4.01,0.85,3.71
2013-03-03 21:00:00,MAC000001,5.593,Spring,3.78,0.85,2.63
2013-03-03 22:00:00,MAC000001,5.17,Spring,3.83,0.87,2.7
2013-03-03 23:00:00,MAC000001,10.587,Spring,3.74,0.86,3.14
2013-03-04 00:00:00,MAC000001,8.746,Spring,2.97,0.88,2.86
2013-03-04 01:00:00,MAC000001,7.962,Spring,3.38,0.87,2.88
2013-03-04 02:00:00,MAC000001,7.472,Spring,3.18,0.84,3.0
2013-03-04 03:00:00,MAC000001,8.277,Spring,2.73,0.84,2.64
2013-03-04 04:00:00,MAC000001,7.568,Spring,2.69,0.84,2.99
2013-03-04 05:00:00,MAC000001,4.0,Spring,2.28,0.86,3.2
2013-03-04 06:00:00,MAC000001,6.151,Spring,2.23,0.87,3.8
2013-03-04 07:00:00,MAC000001,7.331,Spring,2.14,0.87,3.44
2013-03-04 08:00:00,MAC000001,6.255,Spring,2.46,0.87,3.84
2013-03-04 09:00:00,MAC000001,13.712,Spring,3.18,0.86,5.13
2013-03-04 10:00:00,MAC000001,4.779,Spring,4.56,0.79,4.93
2013-03-04 11:00:00,MAC000001,5.501,Spring,6.93,0.71,5.18
2013-03-04 12:00:00,MAC000001,12.098,Spring,7.27,0.64,5.35
2013-03-04 13:00:00,MAC000001,9.98,Spring,8.66,0.59,5.19
2013-03-04 14:00:00,MAC000001,13.946,Spring,8.76,0.55,5.36
2013-03-04 15:00:00,MAC000001,9.213,Spring,8.99,0.54,5.42
2013-03-04 16:00:00,MAC000001,7.108,Spring,7.67,0.59,5.13
2013-03-04 17:00:00,MAC000001,7.721,Spring,6.53,0.68,4.32
2013-03-04 18:00:00,MAC000001,7.647,Spring,5.56,0.71,3.58
2013-03-04 19:00:00,MAC000001,9.787,Spring,4.62,0.78,2.83
2013-03-04 20:00:00,MAC000001,9.921,Spring,4.23,0.81,1.92
2013-03-04 21:00:00,MAC000001,5.946,Spring,3.82,0.84,1.81
2013-03-04 22:00:00,MAC000001,4.0,Spring,2.94,0.89,1.75
2013-03-04 23:00:00,MAC000001,4.0,Spring,2.88,0.92,1.52
2013-03-05 00:00:00,MAC000001,12.462,Spring,2.73,0.92,1.41
2013-03-05 01:00:00,MAC000001,9.491,Spring,2.99,0.92,1.42
2013-03-05 02:00:00,MAC000001,13.067,Spring,2.94,0.9,1.35
2013-03-05 03:00:00,MAC000001,9.072,Spring,2.81,0.89,1.44
2013-03-05 04:00:00,MAC000001,4.0,Spring,2.23,0.91,1.27
2013-03-05 05:00:00,MAC000001,7.474,Spring,1.87,0.96,1.19
2013-03-05 06:00:00,MAC000001,7.969,Spring,2.19,0.93,1.22
2013-03-05 07:00:00,MAC000001,6.278,Spring,2.94,0.94,1.07
2013-03-05 08:00:00,MAC000001,6.644,Spring,3.25,0.95,0.69
2013-03-05 09:00:00,MAC000001,7.068,Spring,5.42,0.9,1.38
2013-03-05 10:00:00,MAC000001,5.144,Spring,8.84,0.74,2.11
2013-03-05 11:00:00,MAC000001,8.526,Spring,11.51,0.62,2.53
2013-03-05 12:00:00,MAC000001,4.596,Spring,13.68,0.55,2.79
2013-03-05 13:00:00,MAC000001,8.432,Spring,15.23,0.5,2.49
2013-03-05 14:00:00,MAC000001,9.496,Spring,16.06,0.47,3.04
2013-03-05 15:00:00,MAC000001,7.537,Spring,15.57,0.5,3.11
2013-03-05 16:00:00,MAC000001,4.0,Spring,15.07,0.52,3.37
2013-03-05 17:00:00,MAC000001,9.811,Spring,13.72,0.55,2.78
2013-03-05 18:00:00,MAC000001,5.419,Spring,11.79,0.6,2.66
2013-03-05 19:00:00,MAC000001,10.117,Spring,10.66,0.64,2.19
2013-03-05 20:00:00,MAC000001,11.974,Spring,8.93,0.68,2.06
2013-03-05 21:00:00,MAC000001,11.886,Spring,8.63,0.7,1.86
2013-03-05 22:00:00,MAC000001,7.27,Spring,8.61,0.7,2.14
2013-03-05 23:00:00,MAC000001,10.528,Spring,8.61,0.73,1.66
2013-03-06 00:00:00,MAC000001,5.224,Spring,8.64,0.73,2.09
2013-03-06 01:00:00,MAC000001,6.135,Spring,8.14,0.74,1.82
2013-03-06 02:00:00,MAC000001,12.131,Spring,7.72,0.78,1.51
2013-03-06 03:00:00,MAC000001,6.76,Spring,7.66,0.79,1.82
2013-03-06 04:00:00,MAC000001,5.273,Spring,7.65,0.81,1.94
2013-03-06 05:00:00,MAC000001,7.024,Spring,8.14,0.79,2.03
2013-03-06 06:00:00,MAC000001,6.347,Spring,7.71,0.79,1.74
2013-03-06 07:00:00,MAC000001,8.822,Spring,7.78,0.79,1.58
2013-03-06 08:00:00,MAC000001,8.44,Spring,8.28,0.77,1.88
2013-03-06 09:00:00,MAC000001,6.475,Spring,8.84,0.77,2.13
2013-03-06 10:00:00,MAC000001,4.0,Spring,9.62,0.73,2.94
2013-03-06 11:00:00,MAC000001,4.0,Spring,11.12,0.67,2.97
2013-03-06 12:00:00,MAC000001,5.536,Spring,11.95,0.63,2.79
2013-03-06 13:00:00,MAC000001,7.42,Spring,12.66,0.6,2.98
2013-03-06 14:00:00,MAC000001,6.394,Spring,13.14,0.62,2.94
2013-03-06 15:00:00,MAC000001,11.281,Spring,13.06,0.61,2.67
2013-03-06 16:00:00,MAC000001,5.47,Spring,12.81,0.62,2.89
2013-03-06 17:00:00,MAC000001,4.652,Spring,12.46,0.63,3.31
2013-03-06 18:00:00,MAC000001,8.764,Spring,11.43,0.65,3.08
2013-03-06 19:00:00,MAC000001,5.561,Spring,10.81,0.68,3.07
2013-03-06 20:00:00,MAC000001,8.859,Spring,9.44,0.74,2.96
2013-03-06 21:00:00,MAC000001,9.161,Spring,8.96,0.77,2.42
2013-03-06 22:00:00,MAC000001,4.0,Spring,8.57,0.82,2.2
2013-03-06 23:00:00,MAC000001,4.386,Spring,8.43,0.83,2.39
2013-03-07 00:00:00,MAC000001,5.064,Spring,8.37,0.83,1.78
2013-03-07 01:00:00,MAC000001,8.868,Spring,7.91,0.88,1.6
2013-03-07 02:00:00,MAC000001,8.856,Spring,7.85,0.91,1.33
2013-03-07 03:00:00,MAC000001,6.283,Spring,7.43,0.94,1.52
2013-03-07 04:00:00,MAC000001,7.627,Spring,7.46,0.94,1.29
2013-03-07 05:00:00,MAC000001,8.422,Spring,7.43,0.96,1.55
2013-03-07 06:00:00,MAC000001,4.985,Spring,7.73,0.95,1.63
2013-03-07 07:00:00,MAC000001,13.413,Spring,7.89,0.96,1.86
2013-03-07 08:00:00,MAC000001,4.839,Spring,7.95,0.96,2.05
2013-03-07 09:00:00,MAC000001,7.874,Spring,8.4,0.94,2.31
2013-03-07 10:00:00,MAC000001,4.899,Spring,8.51,0.91,1.75
2013-03-07 11:00:00,MAC000001,4.721,Spring,8.99,0.91,2.4
2013-03-07 12:00:00,MAC000001,7.143,Spring,9.41,0.89,2.86
2013-03-07 13:00:00,MAC000001,12.707,Spring,9.58,0.9,3.04
2013-03-07 14:00:00,MAC000001,6.997,Spring,9.63,0.9,3.43
2013-03-07 15:00:00,MAC000001,11.22,Spring,9.47,0.91,3.75
2013-03-07 16:00:00,MAC000001,5.09,Spring,8.66,0.94,3.32
2013-03-07 17:00:00,MAC000001,4.0,Spring,8.73,0.94,3.0
2013-03-07 18:00:00,MAC000001,4.876,Spring,8.69,0.96,2.76
2013-03-07 19:00:00,MAC000001,8.94,Spring,8.67,0.96,2.68
2013-03-07 20:00:00,MAC000001,8.894,Spring,9.02,0.97,2.45
2013-03-07 21:00:00,MAC000001,7.943,Spring,9.03,0.97,2.53
2013-03-07 22:00:00,MAC000001,9.416,Spring,9.06,0.97,2.34
2013-03-07 23:00:00,MAC000001,10.712,Spring,9.02,0.97,2.41
2013-03-08 00:00:00,MAC000001,8.074,Spring,9.02,0.97,2.43
2013-03-08 01:00:00,MAC000001,5.853,Spring,8.99,0.97,2.53
2013-03-08 02:00:00,MAC000001,9.294,Spring,8.99,0.97,2.29
2013-03-08 03:00:00,MAC000001,4.0,Spring,8.94,0.95,2.43
2013-03-08 04:00:00,MAC000001,8.642,Spring,8.62,0.97,2.1
2013-03-08 05:00:00,MAC000001,5.596,Spring,8.57,0.97,2.36
2013-03-08 06:00:00,MAC000001,11.138,Spring,8.53,0.97,2.42
2013-03-08 07:00:00,MAC000001,12.052,Spring,8.42,0.97,2.59
2013-03-08 08:00:00,MAC000001,7.707,Spring,8.19,0.99,2.59
2013-03-08 09:00:00,MAC000001,9.558,Spring,8.19,0.99,2.58
2013-03-08 10:00:00,MAC000001,4.0,Spring,8.54,0.97,2.69
2013-03-08 11:00:00,MAC000001,11.447,Spring,9.06,0.97,2.44
2013-03-08 12:00:00,MAC000001,9.364,Spring,9.1,0.97,2.09
2013-03-08 13:00:00,MAC000001,10.074,Spring,9.23,0.97,1.88
2013-03-08 14:00:00,MAC000001,9.51,Spring,9.57,0.95,2.0
2013-03-08 15:00:00,MAC000001,6.454,Spring,9.61,0.97,1.78
2013-03-08 16:00:00,MAC000001,4.682,Spring,9.6,0.96,1.98
2013-03-08 17:00:00,MAC000001,6.825,Spring,9.57,0.95,1.62
2013-03-08 18:00:00,MAC000001,6.069,Spring,9.52,0.95,1.58
2013-03-08 19:00:00,MAC000001,11.233,Spring,9.49,0.95,1.89
2013-03-08 20:00:00,MAC000001,8.74,Spring,9.03,0.94,1.72
2013-03-08 21:00:00,MAC000001,7.293,Spring,8.91,0.95,1.55
2013-03-08 22:00:00,MAC000001,6.334,Spring,8.49,0.96,1.8
2013-03-08 23:00:00,MAC000001,5.742,Spring,8.02,0.97,1.42
2013-03-09 00:00:00,MAC000001,7.707,Spring,8.01,0.96,1.37
2013-03-09 01:00:00,MAC000001,7.626,Spring,7.86,0.94,1.71
2013-03-09 02:00:00,MAC000001,7.35,Spring,7.39,0.95,1.85
2013-03-09 03:00:00,MAC000001,6.45,Spring,6.94,0.95,1.67
2013-03-09 04:00:00,MAC000001,7.136,Spring,6.48,0.96,1.99
2013-03-09 05:00:00,MAC000001,7.725,Spring,6.41,0.94,1.7
2013-03-09 06:00:00,MAC000001,7.788,Spring,5.91,0.95,2.27
2013-03-09 07:00:00,MAC000001,10.801,Spring,5.86,0.95,1.86
2013-03-09 08:00:00,MAC000001,10.54,Spring,5.93,0.94,2.28
2013-03-09 09:00:00,MAC000001,6.536,Spring,6.31,0.92,2.4
2013-03-09 10:00:00,MAC000001,7.253,Spring,6.35,0.91,2.57
2013-03-09 11:00:00,MAC000001,4.836,Spring,6.41,0.91,2.75
2013-03-09 12:00:00,MAC000001,6.414,Spring,6.46,0.91,2.85
2013-03-09 13:00:00,MAC000001,4.844,Spring,6.84,0.89,2.79
2013-03-09 14:00:00,MAC000001,11.56,Spring,6.83,0.89,3.22
2013-03-09 15:00:00,MAC000001,10.657,Spring,6.83,0.86,3.08
2013-03-09 16:00:00,MAC000001,4.0,Spring,6.4,0.85,3.27
2013-03-09 17:00:00,MAC000001,12.573,Spring,6.33,0.83,3.31
2013-03-09 18:00:00,MAC000001,9.231,Spring,6.18,0.83,3.04
2013-03-09 19:00:00,MAC000001,10.889,Spring,5.64,0.85,3.24
2013-03-09 20:00:00,MAC000001,10.493,Spring,5.19,0.84,3.22
2013-03-09 21:00:00,MAC000001,10.462,Spring,4.61,0.83,3.45
2013-03-09 22:00:00,MAC000001,7.538,Spring,4.13,0.82,3.13
2013-03-09 23:00:00,MAC000001,4.417,Spring,3.88,0.83,3.27
2013-03-10 00:00:00,MAC000001,11.462,Spring,3.45,0.83,3.43
2013-03-10 01:00:00,MAC000001,11.391,Spring,2.97,0.85,3.41
2013-03-10 02:00:00,MAC000001,12.105,Spring,2.89,0.85,3.59
2013-03-10 03:00:00,MAC000001,7.673,Spring,2.48,0.86,3.44
2013-03-10 04:00:00,MAC000001,4.843,Spring,2.41,0.87,3.61
2013-03-10 05:00:00,MAC000001,4.0,Spring,2.39,0.87,3.62
2013-03-10 06:00:00,MAC000001,9.79,Spring,2.38,0.87,3.93
2013-03-10 07:00:00,MAC000001,4.47,Spring,2.41,0.87,3.93
2013-03-10 08:00:00,MAC000001,4.984,Spring,2.43,0.87,4.13
2013-03-10 09:00:00,MAC000001,4.714,Spring,2.8,0.85,4.98
2013-03-10 10:00:00,MAC000001,7.659,Spring,2.97,0.85,5.77
2013-03-10 11:00:00,MAC000001,4.0,Spring,3.37,0.82,6.4
2013-03-10 12:00:00,MAC000001,7.697,Spring,3.37,0.8,6.27
2013-03-10 13:00:00,MAC000001,12.053,Spring,3.02,0.81,6.35
2013-03-10 14:00:00,MAC000001,8.23,Spring,2.85,0.81,6.48
2013-03-10 15:00:00,MAC000001,8.766,Spring,2.78,0.77,6.27
2013-03-10 16:00:00,MAC000001,8.417,Spring,2.41,0.79,6.43
2013-03-10 17:00:00,MAC000001,5.233,Spring,2.24,0.76,6.29
2013-03-10 18:00:00,MAC000001,8.067,Spring,1.93,0.77,6.0
2013-03-10 19:00:00,MAC000001,13.167,Spring,1.76,0.77,6.12
2013-03-10 20:00:00,MAC000001,7.951,Spring,1.34,0.77,5.49
2013-03-10 21:00:00,MAC000001,9.219,Spring,1.32,0.77,5.92
2013-03-10 22:00:00,MAC000001,5.021,Spring,1.26,0.78,5.79
2013-03-10 23:00:00,MAC000001,8.957,Spring,1.23,0.78,6.3
2013-03-11 00:00:00,MAC000001,5.757,Spring,1.22,0.78,6.46
2013-03-11 01:00:00,MAC000001,5.771,Spring,0.85,0.77,6.9
2013-03-11 02:00:00,MAC000001,8.386,Spring,0.31,0.8,6.74
2013-03-11 03:00:00,MAC000001,12.124,Spring,0.22,0.8,6.84
2013-03-11 04:00:00,MAC000001,5.864,Spring,0.17,0.77,7.15
2013-03-11 05:00:00,MAC000001,5.677,Spring,-0.23,0.77,7.13
2013-03-11 06:00:00,MAC000001,7.677,Spring,-0.27,0.79,7.61
2013-03-11 07:00:00,MAC000001,11.012,Spring,-0.33,0.75,7.81
2013-03-11 08:00:00,MAC000001,15.753,Spring,-0.4,0.75,8.17
2013-03-11 09:00:00,MAC000001,13.642,Spring,-0.02,0.7,8.55
2013-03-11 10:00:00,MAC000001,4.102,Spring,0.04,0.73,8.49
2013-03-11 11:00:00,MAC000001,6.944,Spring,-0.71,0.77,8.91
2013-03-11 12:00:00,MAC000001,6.635,Spring,-0.27,0.75,9.13
2013-03-11 13:00:00,MAC000001,9.891,Spring,0.01,0.7,9.1
2013-03-11 14:00:00,MAC000001,10.891,Spring,-0.27,0.65,9.01
2013-03-11 15:00:00,MAC000001,4.547,Spring,-0.04,0.65,9.05
2013-03-11 16:00:00,MAC000001,8.961,Spring,-0.48,0.69,9.23
2013-03-11 17:00:00,MAC000001,6.513,Spring,-0.52,0.63,9.1
2013-03-11 18:00:00,MAC000001,7.979,Spring,-0.52,0.67,8.69
2013-03-11 19:00:00,MAC000001,13.22,Spring,-0.93,0.69,8.53
2013-03-11 20:00:00,MAC000001,15.255,Spring,-1.02,0.7,8.8
2013-03-11 21:00:00,MAC000001,7.676,Spring,-1.38,0.71,8.54
2013-03-11 22:00:00,MAC000001,4.0,Spring,-1.46,0.7,8.3
2013-03-11 23:00:00,MAC000001,5.598,Spring,-1.57,0.71,8.49
2013-03-12 00:00:00,MAC000001,6.118,Spring,-1.59,0.73,8.28
2013-03-12 01:00:00,MAC000001,12.825,Spring,-1.59,0.73,7.91
2013-03-12 02:00:00,MAC000001,6.766,Spring,-1.57,0.73,7.96
2013-03-12 03:00:00,MAC000001,4.0,Spring,-1.56,0.72,8.14
2013-03-12 04:00:00,MAC000001,4.0,Spring,-1.89,0.74,8.26
2013-03-12 05:00:00,MAC000001,4.88,Spring,-1.47,0.67,8.06
2013-03-12 06:00:00,MAC000001,7.456,Spring,-1.08,0.59,8.02
2013-03-12 07:00:00,MAC000001,8.796,Spring,-1.07,0.58,8.31
2013-03-12 08:00:00,MAC000001,7.379,Spring,-0.98,0.59,8.74
2013-03-12 09:00:00,MAC000001,6.958,Spring,-0.31,0.55,9.37
2013-03-12 10:00:00,MAC000001,5.254,Spring,0.26,0.5,9.83
2013-03-12 11:00:00,MAC000001,13.627,Spring,1.39,0.47,9.28
2013-03-12 12:00:00,MAC000001,7.173,Spring,2.73,0.46,8.86
2013-03-12 13:00:00,MAC000001,5.552,Spring,3.01,0.46,8.3
2013-03-12 14:00:00,MAC000001,11.686,Spring,3.77,0.47,8.54
2013-03-12 15:00:00,MAC000001,5.618,Spring,3.86,0.46,7.72
2013-03-12 16:00:00,MAC000001,6.731,Spring,3.77,0.48,7.26
2013-03-12 17:00:00,MAC000001,10.654,Spring,3.28,0.56,5.96
2013-03-12 18:00:00,MAC000001,14.233,Spring,2.79,0.65,4.3
2013-03-12 19:00:00,MAC000001,9.059,Spring,2.32,0.71,3.46
2013-03-12 20:00:00,MAC000001,10.862,Spring,2.33,0.77,3.22
2013-03-12 21:00:00,MAC000001,4.0,Spring,2.35,0.8,3.12
2013-03-12 22:00:00,MAC000001,4.0,Spring,2.34,0.81,2.85
2013-03-12 23:00:00,MAC000001,5.444,Spring,1.97,0.88,2.74
2013-03-13 00:00:00,MAC000001,4.847,Spring,2.32,0.84,3.04
2013-03-13 01:00:00,MAC000001,11.014,Spring,2.73,0.76,3.4
2013-03-13 02:00:00,MAC000001,10.373,Spring,2.33,0.75,3.33
2013-03-13 03:00:00,MAC000001,4.023,Spring,1.85,0.74,3.47
2013-03-13 04:00:00,MAC000001,7.188,Spring,1.67,0.77,3.6
2013-03-13 05:00:00,MAC000001,10.191,Spring,1.21,0.8,3.42
2013-03-13 06:00:00,MAC000001,8.046,Spring,1.14,0.8,3.27
2013-03-13 07:00:00,MAC000001,11.667,Spring,1.21,0.78,3.24
2013-03-13 08:00:00,MAC000001,12.493,Spring,1.94,0.77,3.84
2013-03-13 09:00:00,MAC000001,9.356,Spring,3.05,0.71,4.67
2013-03-13 10:00:00,MAC000001,5.679,Spring,4.12,0.65,5.43
2013-03-13 11:00:00,MAC000001,8.354,Spring,4.93,0.6,5.29
2013-03-13 12:00:00,MAC000001,7.154,Spring,5.49,0.55,5.2
2013-03-13 13:00:00,MAC000001,5.967,Spring,6.42,0.52,5.25
2013-03-13 14:00:00,MAC000001,10.316,Spring,5.63,0.56,4.81
2013-03-13 15:00:00,MAC000001,4.817,Spring,4.85,0.6,4.14
2013-03-13 16:00:00,MAC000001,5.613,Spring,4.62,0.63,3.91
2013-03-13 17:00:00,MAC000001,7.511,Spring,4.72,0.62,3.63
2013-03-13 18:00:00,MAC000001,8.264,Spring,2.3,0.84,2.85
2013-03-13 19:00:00,MAC000001,10.41,Spring,2.29,0.83,2.78
2013-03-13 20:00:00,MAC000001,10.096,Spring,2.22,0.84,2.57
2013-03-13 21:00:00,MAC000001,11.352,Spring,1.69,0.85,2.65
2013-03-13 22:00:00,MAC000001,6.391,Spring,1.8,0.85,2.34
2013-03-13 23:00:00,MAC000001,4.0,Spring,1.31,0.85,2.35
2013-03-14 00:00:00,MAC000001,5.045,Spring,0.76,0.88,2.3
2013-03-14 01:00:00,MAC000001,8.993,Spring,0.22,0.89,2.24
2013-03-14 02:00:00,MAC000001,7.839,Spring,-0.16,0.89,1.88
2013-03-14 03:00:00,MAC000001,6.912,Spring,-0.26,0.89,1.92
2013-03-14 04:00:00,MAC000001,6.253,Spring,-0.41,0.87,1.72
2013-03-14 05:00:00,MAC000001,6.24,Spring,-0.51,0.87,2.19
2013-03-14 06:00:00,MAC000001,8.198,Spring,-0.91,0.89,2.16
2013-03-14 07:00:00,MAC000001,11.252,Spring,-0.76,0.89,2.03
2013-03-14 08:00:00,MAC000001,11.061,Spring,-0.02,0.88,1.67
2013-03-14 09:00:00,MAC000001,15.187,Spring,1.38,0.81,2.22
2013-03-14 10:00:00,MAC000001,5.224,Spring,3.01,0.71,3.03
2013-03-14 11:00:00,MAC000001,6.234,Spring,4.12,0.64,2.91
2013-03-14 12:00:00,MAC000001,5.26,Spring,5.12,0.58,2.96
2013-03-14 13:00:00,MAC000001,11.737,Spring,5.95,0.49,2.6
2013-03-14 14:00:00,MAC000001,13.326,Spring,6.52,0.48,2.44
2013-03-14 15:00:00,MAC000001,6.277,Spring,5.89,0.44,2.35
2013-03-14 16:00:00,MAC000001,8.889,Spring,6.56,0.43,2.1
2013-03-14 17:00:00,MAC000001,7.811,Spring,6.08,0.41,1.91
2013-03-14 18:00:00,MAC000001,9.05,Spring,5.17,0.47,1.1
2013-03-14 19:00:00,MAC000001,9.22,Spring,4.64,0.48,2.04
2013-03-14 20:00:00,MAC000001,11.474,Spring,4.39,0.51,2.36
2013-03-14 21:00:00,MAC000001,4.0,Spring,4.71,0.5,2.85
2013-03-14 22:00:00,MAC000001,8.878,Spring,4.3,0.52,3.01
2013-03-14 23:00:00,MAC000001,5.581,Spring,3.84,0.59,3.49
2013-03-15 00:00:00,MAC000001,9.177,Spring,3.36,0.61,3.43
2013-03-15 01:00:00,MAC000001,9.841,Spring,3.36,0.67,3.16
2013-03-15 02:00:00,MAC000001,12.803,Spring,2.99,0.7,3.21
2013-03-15 03:00:00,MAC000001,8.132,Spring,3.25,0.71,3.49
2013-03-15 04:00:00,MAC000001,4.825,Spring,3.39,0.71,3.59
2013-03-15 05:00:00,MAC000001,4.003,Spring,3.43,0.77,4.42
2013-03-15 06:00:00,MAC000001,5.264,Spring,3.53,0.84,4.15
2013-03-15 07:00:00,MAC000001,8.68,Spring,3.77,0.91,4.6
2013-03-15 08:00:00,MAC000001,7.207,Spring,4.76,0.9,5.11
2013-03-15 09:00:00,MAC000001,6.369,Spring,5.94,0.86,5.83
2013-03-15 10:00:00,MAC000001,7.2,Spring,6.95,0.81,6.19
2013-03-15 11:00:00,MAC000001,4.0,Spring,7.53,0.78,6.81
2013-03-15 12:00:00,MAC000001,9.673,Spring,8.13,0.77,7.09
2013-03-15 13:00:00,MAC000001,10.821,Spring,7.89,0.78,7.35
2013-03-15 14:00:00,MAC000001,13.173,Spring,7.91,0.81,6.99
2013-03-15 15:00:00,MAC000001,10.385,Spring,8.27,0.77,7.52
2013-03-15 16:00:00,MAC000001,6.279,Spring,7.47,0.81,7.91
2013-03-15 17:00:00,MAC000001,5.765,Spring,7.42,0.81,7.62
2013-03-15 18:00:00,MAC000001,8.51,Spring,6.96,0.87,7.12
2013-03-15 19:00:00,MAC000001,7.924,Spring,6.92,0.87,6.69
